title,description,year,genre,type,cover_image
Be Your Knight,"Xiang Tingdong, heir to a prestigious medical family in Tangcheng, falls into a coma after an argument with his fiancée, Cheng Che. Desperate to save the family, Cheng Che seeks out Xiang Tingdong's estranged brother, Ye Ran, and convinces him to step in and help her through the crisis. Together, they face unexpected challenges that threaten the family's future.",2024,Drama,Series,https://image.tmdb.org/t/p/w500//l436aGyAHzP7KReGfTsHDMaoK3Z.jpg
Richard Osman's House of Games,Each week a group of four famous faces go toe to toe in testing their general knowledge skills in a variety of entertaining games.,2017,"Comedy, Talk",Series,https://image.tmdb.org/t/p/w500//oNXdhWjB9AXDicbQ6zxyRjcPlJW.jpg
Kuruluş Osman,"The life of Osman Bey, the son of Ertugrul Gazi and the founder of the Ottoman Empire.",2019,"War & Politics, Action & Adventure, Drama",Series,https://image.tmdb.org/t/p/w500//cU1KzcZl88bHv4cW43umPui1y0l.jpg
Hawaii Five-0,"Steve McGarrett returns home to Oahu, in order to find his father's killer. The governor offers him the chance to run his own task force (Five-0). Steve's team is joined by Chin Ho Kelly, Danny ""Danno"" Williams, and Kono Kalakaua.",2010,"Crime, Drama, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//sIdCKlmM2nU4akIvFQaAIiU8YES.jpg
Stranger Things,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016,"Drama, Sci-Fi & Fantasy, Mystery, Action & Adventure",Series,https://image.tmdb.org/t/p/w500//49WJfeN0moxb9IPfGn8AIqMGskD.jpg
I Am Georgina,"Join Georgina Rodríguez — mom, influencer, businesswoman and Cristiano Ronaldo's partner — in this emotional and in-depth portrait of her daily life.",2022,Reality,Series,https://image.tmdb.org/t/p/w500//70e3SQBIAcjKSibWoyCA7lBMZA8.jpg
Horizon,"Horizon tells amazing science stories, unravels mysteries and reveals worlds you've never seen before.",1964,Documentary,Series,https://image.tmdb.org/t/p/w500//uX8pic7asQBdnwMB9QjPvTsn1Dw.jpg
Modern Family,"The Pritchett-Dunphy-Tucker clan is a wonderfully large and blended family. They give us an honest and often hilarious look into the sometimes warm, sometimes twisted, embrace of the modern family.",2009,Comedy,Series,https://image.tmdb.org/t/p/w500//klL4yhwiU8aF4AuF5dCfJA9sRnS.jpg
Malcolm in the Middle,"A gifted young teen tries to survive life with his dimwitted, dysfunctional family.",2000,"Family, Comedy, Drama",Series,https://image.tmdb.org/t/p/w500//ckLLIsNy3Z0Go1PYHA2PHzVymUA.jpg
HIP - High Intellectual Potential,"Morgane is 38-years old, has three children, two exes and an IQ of 160; her destiny as a cleaner is turned upside-down when her extraordinary abilities are spotted by the police who offer her a job as a consultant.",2021,"Comedy, Mystery, Crime, Family",Series,https://image.tmdb.org/t/p/w500//1u4shi6UctiOV5gCHsh2J6TaSl6.jpg
No One Will Miss Us,"It's the '90s, and five losers run an illegal business at their high school. They sell homework and assignments to their classmates. The advantage is that no one ever suspects the nerds. Their business brings them money and popularity. But hormones and an unexpected death threaten to ruin everything. If the business collapses, their futures and their friendships are at risk.",2024,"Drama, Comedy",Series,https://image.tmdb.org/t/p/w500//ixY3Ulu26di9b3cDf9yrLhwsiYy.jpg
AIBOU: Tokyo Detective Duo,"Detective Ukyo Sugishita confronts crime on the basis of his own convictions. He has a partner that works for him in the Special Task Unit. For the first 7 seasons, Ukyo’s first partner is Kaoru Kameyama. He is a good-natured, hot-tempered, straightforward and somewhat scattered detective. Beginning in Season 8, Takeru Kanbe replaces Kameyama. Contrary to his predecessor, Takeru is a lanky, cool, conceited and confident detective. From Season 11 to Season 13, Ukyo’s partner is a young detective Toru Kai. Toru is a son of Deputy Director-General of The National Police Agency. But he became a detective by his own effort. And starting with Season 14, Ukyo’s current partner is Wataru Kaburagi, an elite bureaucrat who came to the Metropolitan Police Department on temporary assignment. As the first partner without any career of a police officer, he will face challenging cases together with Ukyo.",2002,"Drama, Crime, Mystery",Series,https://image.tmdb.org/t/p/w500//8u8rCCeuBufMQ1VlGX0lruhDaPR.jpg
Charmsukh,"Charmsukh is an erotic, drama web-series streamed on ULLU network with each episode having unique storyline.",2019,Drama,Series,https://image.tmdb.org/t/p/w500//6Kt9zIsrtqs1x1XyNFxOeEjlkKB.jpg
Trace,,2007,"Mystery, Crime",Series,https://image.tmdb.org/t/p/w500//p7srucCIMPIzKvvVgXQfxruQ4BA.jpg
S.W.A.T.,A locally born and bred S.W.A.T. lieutenant is torn between loyalty to the streets and duty to his fellow officers when he's tasked to run a highly-trained unit that's the last stop for solving crimes in Los Angeles.,2017,"Crime, Action & Adventure, Drama",Series,https://image.tmdb.org/t/p/w500//1l7vsAIkqOzrqiPwjO27Cb5QdfJ.jpg
Slow Horses,"Follow a dysfunctional team of MI5 agents—and their obnoxious boss, the notorious Jackson Lamb—as they navigate the espionage world's smoke and mirrors to defend England from sinister forces.",2022,"Crime, Drama, Comedy",Series,https://image.tmdb.org/t/p/w500//dnpatlJrEPiDSn5fzgzvxtiSnMo.jpg
Futurama,"The adventures of a late-20th-century New York City pizza delivery boy, Philip J. Fry, who, after being unwittingly cryogenically frozen for one thousand years, finds employment at Planet Express, an interplanetary delivery company in the retro-futuristic 31st century.",1999,"Animation, Comedy, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//sdJcX2cXirwQurLLlrDLYov7hcD.jpg
60 Minutes,America's popular television News magazine in which an ever changing team of CBS News correspondents contribute segments ranging from hard news coverage to politics to lifestyle and pop culture.,1968,News,Series,https://image.tmdb.org/t/p/w500//qDSKxeHoN9pvVChXXc2YZN4KwBJ.jpg
Bridgerton,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",2020,Drama,Series,https://image.tmdb.org/t/p/w500//luoKpgVwi1E5nQsi7W0UuKHu2Rq.jpg
The Late Late Show with James Corden,"Once Craig Ferguson retires, James Corden will be taking over The Late Late Show. The show is a late night talk show that interviews celebrities and has its own bits. And of course, it's all hosted by James Corden.",2015,Talk,Series,https://image.tmdb.org/t/p/w500//qPmVoG8G9tc1nN8ZwGV2zYcknit.jpg
Law of the Jungle,"Law of the Jungle is a hybrid reality show combining elements of drama and documentary. The show is hosted by comedian Kim Byung Man, and each episode invites various celebrities from the various field. So far, many of idol stars and famous actors have appeared on the show. The show introduces viewers to exotic locations around the world where celebrities must work together in order to complete missions and survive. The cast celebrities travel to less habituated, natural places to survive on their own and experience life with local tribes and people. In each location, the guests are tasked to hunt and prepare their meals and also create shelter for the tribe. They sometimes confronted by many difficult challenges. Where will the tribe visit? And how will they survive on their own? Stay tuned to check out!",2011,Reality,Series,https://image.tmdb.org/t/p/w500//b38QkTpxOiQM3Ex9NTc6jg9JAmw.jpg
Naruto,"Naruto Uzumaki, a mischievous adolescent ninja, struggles as he searches for recognition and dreams of becoming the Hokage, the village's leader and strongest ninja.",2002,"Animation, Action & Adventure, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//xppeysfvDKVx775MFuH8Z9BlpMk.jpg
Doraemon,"Robotic cat Doraemon is sent back in time from the 22nd century to protect 10-year-old Noby, a lazy and uncoordinated boy who is destined to have a tragic future. Doraemon can create secret gadgets from a pocket on his stomach, but they usually cause more bad than good because of Noby's propensity to misuse them.",2005,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy, Kids, Family",Series,https://image.tmdb.org/t/p/w500//9ZN1P32SHviL3SV51qLivxycvcx.jpg
Teen Wolf,"Scott McCall, a high school student living in the town of Beacon Hills has his life drastically changed when he's bitten by a werewolf, becoming one himself. He must henceforth learn to balance his problematic new identity with his day-to-day teenage life. The following characters are instrumental to his struggle: Stiles, his best friend; Allison, his love interest who comes from a family of werewolf hunters; and Derek, a mysterious werewolf with a dark past. Throughout the series, he strives to keep his loved ones safe while maintaining normal relationships with them.",2011,"Sci-Fi & Fantasy, Drama, Comedy",Series,https://image.tmdb.org/t/p/w500//fmlMmxSBgPEunHS5gjokIej048g.jpg
The Vampire Diaries,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.",2009,"Drama, Sci-Fi & Fantasy",Series,https://image.tmdb.org/t/p/w500//aBkVgChtyyJaHyZh1gfd8DbzQon.jpg
Elite,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",2018,"Crime, Mystery, Drama",Series,https://image.tmdb.org/t/p/w500//3NTAbAiao4JLzFQw6YxP1YZppM8.jpg
The Farmer Wants a Wife,,2012,Reality,Series,https://image.tmdb.org/t/p/w500//NvvQdHjbWMwGRmftREpm0n8SaP.jpg
Cobra Kai,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018,"Action & Adventure, Drama, Comedy",Series,https://image.tmdb.org/t/p/w500//6GDW4EsgsXlYrL1ASb5eCHQK4er.jpg
Spartacus,"Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment.",2010,Drama,Series,https://image.tmdb.org/t/p/w500//c2GKN4VHCj1dnjFMANRpGkCVBae.jpg
Columbo,"Columbo is a friendly, verbose, disheveled-looking police detective who is consistently underestimated by his suspects. Despite his unprepossessing appearance and apparent absentmindedness, he shrewdly solves all of his cases and secures all evidence needed for indictment. His formidable eye for detail and meticulously dedicated approach often become clear to the killer only late in the storyline.",1971,"Crime, Drama, Mystery",Series,https://image.tmdb.org/t/p/w500//2JCD8vab3fircOU8cM2HJCxfv4I.jpg
Secret Lives,Salatut elämät (Secret Lives) is a Finnish television soap opera that premiered on MTV3 on 25 January 1999. The series' storylines follow the daily lives of several families who live in the same apartment block in Helsinki.,1999,"Soap, Drama",Series,https://image.tmdb.org/t/p/w500//ugYAGyxwajuplDUUYT8Bzbj8eNR.jpg
